ObsID,Name,Beam,RA,Dec,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
200306072,M1248+3356,15,190.893023,33.741770,52.8,49.7,10.4,1.06,112.0,3.5
200306072,M1248+3356,19,193.149871,33.741770,38.7,34.3,10.6,1.13,224.0,3.8
200306072,M1248+3356,20,193.714082,33.741770,45.3,42.1,10.7,1.08,124.0,3.6
200306072,M1248+3356,21,190.610918,34.147118,50.9,45.9,10.6,1.11,183.0,3.6
200306072,M1248+3356,24,192.303553,34.147118,40.9,33.7,10.5,1.21,421.0,4.2
200306072,M1248+3356,25,192.867765,34.147118,41.0,35.9,10.6,1.14,236.0,3.8
200306072,M1248+3356,26,193.431977,34.147118,43.0,38.4,10.6,1.12,224.0,3.7
200306072,M1248+3356,27,190.893023,34.552466,49.6,44.1,10.6,1.12,209.0,3.7
200306072,M1248+3356,28,191.457235,34.552466,42.7,36.5,10.6,1.17,305.0,4.2
200306072,M1248+3356,29,192.021447,34.552466,40.3,33.7,10.6,1.2,380.0,4.3
200306072,M1248+3356,31,193.149871,34.552466,42.8,38.1,10.6,1.12,223.0,4.3
200306072,M1248+3356,34,191.175129,34.957814,50.3,45.2,10.6,1.11,211.0,3.8
200306072,M1248+3356,35,191.739341,34.957814,45.1,40.6,10.6,1.11,209.0,3.9
200306072,M1248+3356,36,192.303553,34.957814,44.7,41.6,10.6,1.07,154.0,3.7
200306072,M1248+3356,37,192.867765,34.957814,46.9,42.0,10.5,1.12,244.0,4.6
200306072,M1248+3356,38,193.431977,34.957814,55.3,48.4,10.6,1.14,254.0,3.7
200307001,M0141+3356,5,25.918992,32.931074,40.0,35.3,10.4,1.13,260.0,4.0
200307001,M0141+3356,6,26.483204,32.931074,42.8,38.3,10.3,1.12,223.0,3.8
200307001,M0141+3356,14,27.329521,33.336422,58.1,51.3,10.3,1.13,251.0,4.2
200307001,M0141+3356,19,26.483204,33.741770,40.7,34.7,10.4,1.17,312.0,3.9
200307001,M0141+3356,20,27.047415,33.741770,49.2,42.7,10.4,1.15,302.0,4.2
200307001,M0141+3356,26,26.765310,34.147118,41.2,36.2,10.4,1.14,246.0,3.9
200307001,M0141+3356,34,24.508462,34.957814,56.3,47.3,10.4,1.19,357.0,3.9
200307001,M0141+3356,35,25.072674,34.957814,46.0,40.5,10.4,1.14,275.0,4.0
200307001,M0141+3356,38,26.765310,34.957814,59.4,50.5,10.4,1.18,328.0,4.0
200309042,S1042+5324,2,158.954442,52.388019,45.6,41.0,11.6,1.11,238.0,3.8
200309042,S1042+5324,5,161.309630,52.388019,39.7,35.8,11.5,1.11,243.0,3.8
200309042,S1042+5324,6,162.094692,52.388019,41.4,36.8,11.6,1.12,264.0,3.7
200309042,S1042+5324,7,162.879755,52.388019,50.6,45.8,11.6,1.1,239.0,3.7
200309042,S1042+5324,8,158.561911,52.793367,50.3,45.1,11.7,1.11,263.0,3.8
200309042,S1042+5324,9,159.346974,52.793367,40.8,37.6,11.5,1.09,200.0,3.6
200309042,S1042+5324,14,163.272286,52.793367,54.7,49.8,11.7,1.1,233.0,3.7
200309042,S1042+5324,15,158.954442,53.198715,47.3,43.8,11.8,1.08,154.0,3.7
200309042,S1042+5324,16,159.739505,53.198715,40.0,36.2,11.4,1.11,215.0,3.6
200309042,S1042+5324,17,160.524567,53.198715,38.3,33.1,11.7,1.16,354.0,4.2
200309042,S1042+5324,19,162.094692,53.198715,41.0,35.3,11.6,1.16,344.0,3.9
200309042,S1042+5324,20,162.879755,53.198715,44.4,40.9,11.5,1.09,179.0,3.6
200309042,S1042+5324,21,158.561911,53.604063,50.9,42.9,11.7,1.19,473.0,4.4
200309042,S1042+5324,22,159.346974,53.604063,40.1,35.9,11.5,1.12,283.0,3.9
200309042,S1042+5324,23,160.132036,53.604063,37.8,32.7,11.6,1.16,391.0,4.4
200309042,S1042+5324,29,160.524567,54.009411,36.0,33.1,11.6,1.09,195.0,3.6
200309042,S1042+5324,36,160.917099,54.414759,42.4,37.8,11.3,1.12,298.0,3.8
200309042,S1042+5324,37,161.702161,54.414759,42.6,38.9,11.3,1.1,216.0,3.7
200309042,S1042+5324,38,162.487224,54.414759,44.7,41.1,11.5,1.09,209.0,3.7
200309042,S1042+5324,39,163.272286,54.414759,56.1,50.8,11.5,1.1,212.0,3.6
200311126,S1448+3356,2,220.893023,32.931074,42.2,35.6,11.3,1.19,300.0,4.1
200311126,S1448+3356,4,222.021447,32.931074,38.4,32.0,11.4,1.2,330.0,4.6
200311126,S1448+3356,5,222.585659,32.931074,35.4,31.4,11.3,1.13,173.0,3.5
200311126,S1448+3356,6,223.149871,32.931074,42.6,35.3,11.3,1.21,328.0,4.3
200311126,S1448+3356,7,223.714082,32.931074,59.5,51.8,11.6,1.15,186.0,3.8
200311126,S1448+3356,8,220.610918,33.336422,41.9,38.8,11.3,1.08,119.0,3.5
200311126,S1448+3356,10,221.739341,33.336422,35.4,30.3,11.4,1.17,246.0,3.9
200311126,S1448+3356,12,222.867765,33.336422,34.6,29.8,11.4,1.16,251.0,3.8
200311126,S1448+3356,13,223.431977,33.336422,38.5,31.9,11.2,1.21,326.0,5.3
200311126,S1448+3356,14,223.996188,33.336422,52.3,43.3,11.3,1.21,339.0,4.4
200311126,S1448+3356,15,220.893023,33.741770,42.8,39.6,11.2,1.08,114.0,3.5
200311126,S1448+3356,16,221.457235,33.741770,35.3,31.6,11.4,1.12,167.0,3.6
200311126,S1448+3356,19,223.149871,33.741770,35.9,29.8,11.4,1.21,347.0,4.8
200311126,S1448+3356,20,223.714082,33.741770,41.3,35.8,11.3,1.15,245.0,4.2
200311126,S1448+3356,22,221.175129,34.147118,45.8,37.7,11.3,1.21,353.0,4.4
200311126,S1448+3356,23,221.739341,34.147118,34.5,29.8,11.3,1.16,227.0,3.7
200311126,S1448+3356,26,223.431977,34.147118,36.5,30.8,11.4,1.19,307.0,4.3
200311126,S1448+3356,27,220.893023,34.552466,38.6,35.4,11.2,1.09,130.0,3.5
200311126,S1448+3356,28,221.457235,34.552466,37.3,32.5,11.3,1.15,239.0,3.7
200311126,S1448+3356,29,222.021447,34.552466,34.6,29.3,11.4,1.18,286.0,3.8
200311126,S1448+3356,30,222.585659,34.552466,32.8,29.4,11.5,1.11,175.0,3.6
200311126,S1448+3356,31,223.149871,34.552466,37.1,31.8,11.5,1.17,264.0,3.8
200311126,S1448+3356,32,223.714082,34.552466,49.8,45.2,11.4,1.1,150.0,3.5
200311126,S1448+3356,33,220.610918,34.957814,48.6,43.4,11.1,1.12,194.0,3.9
200311126,S1448+3356,34,221.175129,34.957814,42.3,38.8,11.2,1.09,142.0,3.5
200311126,S1448+3356,35,221.739341,34.957814,36.7,32.3,11.4,1.14,217.0,3.7
200311126,S1448+3356,36,222.303553,34.957814,33.8,30.5,11.4,1.11,153.0,3.6
200311126,S1448+3356,37,222.867765,34.957814,42.4,37.4,11.2,1.13,232.0,3.8
200312001,S0249+4340,2,40.852307,42.659686,46.9,39.0,11.5,1.2,376.0,4.1
200312001,S0249+4340,6,43.440797,42.659686,41.6,36.7,11.7,1.13,230.0,3.6
200312001,S0249+4340,7,44.087920,42.659686,54.0,49.1,12.0,1.1,179.0,3.7
200312001,S0249+4340,8,40.528746,43.065034,50.8,42.8,11.5,1.19,318.0,3.9
200312001,S0249+4340,9,41.175869,43.065034,39.4,34.6,11.7,1.14,256.0,3.8
200312001,S0249+4340,13,43.764359,43.065034,36.1,32.5,11.7,1.11,170.0,3.6
200312001,S0249+4340,14,44.411481,43.065034,51.9,45.9,11.5,1.13,211.0,3.6
200312001,S0249+4340,16,41.499430,43.470382,40.4,34.1,11.7,1.19,313.0,3.9
200312001,S0249+4340,23,41.822991,43.875730,36.5,30.0,11.7,1.22,400.0,4.3
200312001,S0249+4340,27,40.852307,44.281078,41.6,35.5,11.6,1.17,316.0,4.5
200312001,S0249+4340,32,44.087920,44.281078,49.4,44.7,11.7,1.11,168.0,3.5
200312001,S0249+4340,35,41.822991,44.686426,37.4,31.7,11.7,1.18,334.0,4.2
200312001,S0249+4340,36,42.470114,44.686426,37.0,32.2,11.7,1.15,248.0,3.7
200312001,S0249+4340,37,43.117236,44.686426,44.3,37.7,11.5,1.18,315.0,3.8
200312001,S0249+4340,38,43.764359,44.686426,47.5,40.6,11.6,1.17,303.0,3.9
200312001,S0249+4340,39,44.411481,44.686426,58.7,50.6,11.7,1.16,312.0,4.1
200313027,S2208+3356,1,330.328812,32.931074,54.8,45.1,11.1,1.22,348.0,4.2
200313027,S2208+3356,2,330.893023,32.931074,42.7,35.1,11.2,1.22,335.0,3.8
200313027,S2208+3356,6,333.149871,32.931074,40.3,33.0,11.2,1.22,357.0,4.6
200313027,S2208+3356,7,333.714082,32.931074,52.7,43.7,11.2,1.21,314.0,4.5
200313027,S2208+3356,14,333.996188,33.336422,48.0,44.1,11.3,1.09,133.0,3.4
200313027,S2208+3356,20,333.714082,33.741770,40.7,36.2,11.2,1.12,195.0,3.7
200313027,S2208+3356,21,330.610918,34.147118,44.0,37.6,11.2,1.17,255.0,3.9
200313027,S2208+3356,23,331.739341,34.147118,35.7,31.3,11.2,1.14,208.0,3.6
200313027,S2208+3356,29,332.021447,34.552466,36.3,30.0,11.2,1.21,332.0,4.3
200313027,S2208+3356,32,333.714082,34.552466,52.0,43.6,11.3,1.19,295.0,4.0
200313027,S2208+3356,33,330.610918,34.957814,48.9,42.5,11.0,1.15,226.0,3.9
200313027,S2208+3356,34,331.175129,34.957814,42.5,37.4,10.9,1.14,196.0,3.7
200313027,S2208+3356,35,331.739341,34.957814,39.1,32.0,11.2,1.22,367.0,5.8
200313027,S2208+3356,37,332.867765,34.957814,42.2,37.5,11.1,1.13,213.0,3.8
200313027,S2208+3356,38,333.431977,34.957814,47.7,39.7,11.2,1.2,350.0,5.1
200313027,S2208+3356,39,333.996188,34.957814,55.6,48.3,11.2,1.15,231.0,3.7
200313068,M1256+3130,0,194.233333,31.512500,37.2,30.9,11.6,1.21,319.0,4.0
200313068,M1256+3130,4,194.096077,30.499130,40.0,33.5,11.4,1.19,297.0,4.5
200313068,M1256+3130,5,194.645102,30.499130,37.5,33.3,11.5,1.13,150.0,3.5
200313068,M1256+3130,6,195.194127,30.499130,47.5,39.0,11.3,1.22,314.0,3.8
200313068,M1256+3130,7,195.743153,30.499130,49.6,44.6,11.4,1.11,153.0,3.5
200313068,M1256+3130,13,195.468640,30.904478,38.9,33.8,11.3,1.15,222.0,4.1
200313068,M1256+3130,20,195.743153,31.309826,45.0,37.1,11.5,1.21,333.0,4.6
200313068,M1256+3130,22,193.272539,31.715174,41.0,33.9,11.4,1.21,344.0,4.0
200313068,M1256+3130,23,193.821564,31.715174,38.8,32.2,11.4,1.2,303.0,3.9
200313068,M1256+3130,28,193.547051,32.120522,37.9,31.5,11.4,1.21,342.0,5.6
200313068,M1256+3130,31,195.194127,32.120522,39.1,33.3,11.5,1.17,253.0,4.1
200313068,M1256+3130,32,195.743153,32.120522,54.3,48.0,11.5,1.13,209.0,3.8
200313068,M1256+3130,33,192.723513,32.525870,51.5,44.6,11.5,1.15,250.0,3.9
200313068,M1256+3130,34,193.272539,32.525870,44.4,37.5,11.3,1.18,308.0,4.6
200313068,M1256+3130,35,193.821564,32.525870,39.3,33.5,11.5,1.17,261.0,4.2
200313068,M1256+3130,37,194.919615,32.525870,44.7,38.5,11.3,1.16,227.0,3.9
200313068,M1256+3130,38,195.468640,32.525870,45.3,40.2,11.5,1.13,183.0,3.6
200313068,M1256+3130,39,196.017665,32.525870,54.9,51.2,11.6,1.07,98.0,3.5
200314001,M0141+3622,0,25.400000,36.376667,33.4,28.5,11.3,1.17,277.0,3.8
200314001,M0141+3622,1,23.510641,35.363297,51.2,44.3,11.3,1.15,239.0,3.9
200314001,M0141+3622,2,24.091982,35.363297,40.4,35.1,11.2,1.15,225.0,3.7
200314001,M0141+3622,6,26.417347,35.363297,38.0,33.6,11.4,1.13,196.0,3.7
200314001,M0141+3622,7,26.998689,35.363297,50.9,42.8,11.3,1.19,295.0,3.8
200314001,M0141+3622,11,25.545335,35.768645,34.4,29.2,11.4,1.18,311.0,4.3
200314001,M0141+3622,13,26.708018,35.768645,42.5,35.7,11.3,1.19,289.0,4.0
200314001,M0141+3622,15,24.091982,36.173993,46.7,40.3,11.2,1.16,222.0,3.7
200314001,M0141+3622,22,24.382653,36.579341,41.2,34.0,11.1,1.21,348.0,3.9
200314001,M0141+3622,23,24.963994,36.579341,34.2,29.1,11.2,1.17,307.0,3.8
200314001,M0141+3622,28,24.673323,36.984689,41.9,34.7,11.4,1.21,340.0,3.9
200314001,M0141+3622,30,25.836006,36.984689,33.2,28.1,11.3,1.18,288.0,3.9
200314001,M0141+3622,31,26.417347,36.984689,36.1,31.6,11.4,1.14,235.0,3.8
200314001,M0141+3622,32,26.998689,36.984689,49.4,45.0,11.2,1.1,145.0,3.7
200314001,M0141+3622,33,23.801311,37.390037,50.4,42.9,11.1,1.18,305.0,4.0
200314001,M0141+3622,35,24.963994,37.390037,38.8,31.7,11.3,1.22,370.0,4.3
200314001,M0141+3622,36,25.545335,37.390037,34.3,30.4,11.3,1.13,210.0,3.7
200314001,M0141+3622,37,26.126677,37.390037,39.1,35.5,11.0,1.1,163.0,3.6
200314001,M0141+3622,38,26.708018,37.390037,45.3,40.1,11.2,1.13,193.0,3.7
200314001,M0141+3622,39,27.289359,37.390037,55.4,46.2,11.4,1.2,341.0,4.3
200315026,S2214+3130,2,332.456360,30.499130,45.3,37.1,11.1,1.22,356.0,4.2
200315026,S2214+3130,3,333.005385,30.499130,41.0,35.9,11.1,1.14,218.0,3.7
200315026,S2214+3130,6,334.652461,30.499130,45.4,37.8,11.2,1.2,286.0,3.8
200315026,S2214+3130,7,335.201487,30.499130,47.9,43.7,11.3,1.1,128.0,3.4
200315026,S2214+3130,14,335.475999,30.904478,49.5,43.4,11.3,1.14,204.0,3.7
200315026,S2214+3130,20,335.201487,31.309826,42.0,37.7,11.3,1.11,154.0,3.5
200315026,S2214+3130,26,334.926974,31.715174,45.2,37.8,11.3,1.2,295.0,3.9
200315026,S2214+3130,32,335.201487,32.120522,50.6,46.4,11.3,1.09,119.0,3.4
200315067,M1301+3356,4,195.354780,32.931074,42.0,34.6,11.4,1.21,331.0,4.0
200315067,M1301+3356,5,195.918992,32.931074,39.3,34.3,11.5,1.15,227.0,3.7
200315067,M1301+3356,7,197.047415,32.931074,47.8,42.6,11.6,1.12,166.0,3.5
200315067,M1301+3356,9,194.508462,33.336422,40.0,33.5,11.4,1.19,315.0,4.4
200315067,M1301+3356,15,194.226356,33.741770,46.8,41.4,11.5,1.13,184.0,3.6
200315067,M1301+3356,27,194.226356,34.552466,45.7,38.3,11.4,1.19,296.0,5.5
200315067,M1301+3356,29,195.354780,34.552466,33.8,30.0,11.5,1.13,169.0,3.5
200315067,M1301+3356,30,195.918992,34.552466,36.2,31.2,11.5,1.16,241.0,3.9
200315067,M1301+3356,31,196.483204,34.552466,40.0,35.1,11.5,1.14,198.0,3.6
200315067,M1301+3356,32,197.047415,34.552466,50.3,46.0,11.5,1.09,122.0,3.4
200315067,M1301+3356,35,195.072674,34.957814,42.0,35.2,11.6,1.2,317.0,4.1
200315067,M1301+3356,36,195.636886,34.957814,39.1,32.4,11.5,1.21,352.0,4.5
200315067,M1301+3356,38,196.765310,34.957814,46.7,41.3,11.4,1.13,207.0,3.7
200316001,M0208+3356,7,33.714082,32.931074,52.0,43.2,11.4,1.2,325.0,4.3
200316001,M0208+3356,9,31.175129,33.336422,42.6,35.0,11.1,1.22,384.0,4.3
200316001,M0208+3356,12,32.867765,33.336422,33.8,29.7,11.2,1.14,194.0,3.6
200316001,M0208+3356,15,30.893023,33.741770,49.0,42.0,11.2,1.17,238.0,3.7
200316001,M0208+3356,20,33.714082,33.741770,43.2,38.1,11.2,1.13,182.0,3.6
200316001,M0208+3356,23,31.739341,34.147118,34.3,30.5,11.2,1.13,186.0,3.6
200316001,M0208+3356,26,33.431977,34.147118,39.4,34.5,12.1,1.14,205.0,3.9
200316001,M0208+3356,27,30.893023,34.552466,44.6,37.5,11.8,1.19,293.0,3.9
200316001,M0208+3356,28,31.457235,34.552466,36.6,30.9,11.3,1.19,316.0,4.2
200316001,M0208+3356,29,32.021447,34.552466,34.2,30.0,11.3,1.14,223.0,3.8
200316001,M0208+3356,30,32.585659,34.552466,35.0,30.9,11.6,1.13,200.0,3.6
200316001,M0208+3356,31,33.149871,34.552466,40.3,33.1,11.5,1.22,358.0,4.5
200316001,M0208+3356,33,30.610918,34.957814,54.6,45.4,11.3,1.2,345.0,4.0
200316001,M0208+3356,34,31.175129,34.957814,43.6,38.3,11.1,1.14,233.0,3.9
200316001,M0208+3356,35,31.739341,34.957814,35.4,31.7,11.3,1.12,165.0,3.6
200316001,M0208+3356,37,32.867765,34.957814,43.8,36.5,11.0,1.2,357.0,4.6
200317024,S2226+4606,0,336.637500,46.105000,34.7,30.0,12.3,1.16,275.0,3.9
200317024,S2226+4606,1,334.443494,45.091630,51.2,47.8,12.2,1.07,123.0,3.5
200317024,S2226+4606,2,335.118573,45.091630,42.4,39.0,12.3,1.09,154.0,3.6
200317024,S2226+4606,3,335.793651,45.091630,36.7,33.7,12.2,1.09,153.0,3.5
200317024,S2226+4606,6,337.818888,45.091630,43.1,36.2,12.2,1.19,370.0,4.2
200317024,S2226+4606,8,334.781033,45.496978,45.6,41.8,12.3,1.09,162.0,3.6
200317024,S2226+4606,9,335.456112,45.496978,36.8,34.3,12.3,1.07,127.0,3.5
200317024,S2226+4606,10,336.131191,45.496978,43.1,36.4,12.3,1.18,341.0,3.9
200317024,S2226+4606,12,337.481349,45.496978,41.4,36.8,12.3,1.13,210.0,3.6
200317024,S2226+4606,13,338.156427,45.496978,38.8,34.2,12.2,1.13,240.0,4.2
200317024,S2226+4606,14,338.831506,45.496978,49.8,44.7,12.2,1.11,248.0,5.1
200317024,S2226+4606,16,335.793651,45.902326,39.3,34.4,12.3,1.14,267.0,5.0
200317024,S2226+4606,17,336.468730,45.902326,41.0,35.0,12.3,1.17,333.0,3.9
200317024,S2226+4606,18,337.143809,45.902326,34.5,30.6,12.3,1.13,244.0,4.1
200317024,S2226+4606,21,334.781033,46.307674,49.4,43.0,12.3,1.15,290.0,3.9
200317024,S2226+4606,23,336.131191,46.307674,34.6,30.9,12.3,1.12,230.0,3.9
200317024,S2226+4606,24,336.806270,46.307674,38.5,31.5,12.3,1.22,452.0,4.4
200317024,S2226+4606,25,337.481349,46.307674,35.6,31.7,12.3,1.12,207.0,3.6
200317024,S2226+4606,30,337.143809,46.713022,34.2,30.3,12.3,1.13,240.0,3.7
200317024,S2226+4606,31,337.818888,46.713022,40.9,34.7,12.3,1.18,392.0,5.0
200317024,S2226+4606,32,338.493967,46.713022,56.3,47.0,12.3,1.2,388.0,5.0
200317024,S2226+4606,35,336.131191,47.118370,37.9,34.4,12.3,1.1,169.0,3.5
200317024,S2226+4606,36,336.806270,47.118370,38.8,34.3,12.3,1.13,242.0,3.6
200317024,S2226+4606,37,337.481349,47.118370,42.5,39.0,12.1,1.09,162.0,3.5
200325126,S1513+5550,3,227.308207,54.819963,34.8,31.9,12.6,1.09,184.0,3.6
200325126,S1513+5550,4,228.141641,54.819963,41.0,37.3,11.9,1.1,207.0,3.7
200325126,S1513+5550,6,229.808510,54.819963,40.9,34.9,12.7,1.17,338.0,3.8
200325126,S1513+5550,9,226.891490,55.225311,37.4,33.9,12.5,1.1,192.0,3.8
200325126,S1513+5550,10,227.724924,55.225311,32.7,29.4,12.5,1.11,184.0,3.6
200325126,S1513+5550,12,229.391793,55.225311,37.0,30.8,12.7,1.2,387.0,3.9
200325126,S1513+5550,13,230.225227,55.225311,38.3,32.2,12.7,1.19,400.0,4.3
200325126,S1513+5550,14,231.058662,55.225311,46.1,40.8,12.7,1.13,247.0,3.9
200325126,S1513+5550,20,230.641944,55.630659,52.0,44.2,12.9,1.18,345.0,3.9
200325126,S1513+5550,23,227.724924,56.036007,31.4,27.0,12.6,1.16,364.0,4.5
200325126,S1513+5550,24,228.558359,56.036007,31.9,26.8,12.6,1.19,418.0,3.9
200325126,S1513+5550,27,226.474773,56.441355,38.1,32.5,12.4,1.17,379.0,4.5
200325126,S1513+5550,29,228.141641,56.441355,33.0,27.4,12.6,1.2,409.0,4.0
200325126,S1513+5550,32,230.641944,56.441355,44.5,39.4,12.7,1.13,247.0,3.9
200325126,S1513+5550,37,229.391793,56.846703,32.2,28.6,12.6,1.13,264.0,3.9
200325126,S1513+5550,39,231.058662,56.846703,49.4,43.9,12.7,1.13,244.0,3.6
200326001,S0232+3848,1,36.118689,37.795519,52.4,48.3,11.7,1.08,122.0,3.5
200326001,S0232+3848,2,36.719349,37.795519,52.3,42.7,11.6,1.22,401.0,4.0
200326001,S0232+3848,3,37.320008,37.795519,36.8,32.5,11.6,1.13,210.0,3.7
200326001,S0232+3848,7,39.722647,37.795519,53.5,46.2,11.6,1.16,254.0,3.9
200326001,S0232+3848,11,38.220998,38.200867,38.6,31.7,11.7,1.22,388.0,4.2
200326001,S0232+3848,12,38.821658,38.200867,40.4,33.0,11.6,1.22,381.0,4.2
200326001,S0232+3848,14,40.022977,38.200867,50.3,46.0,11.6,1.09,131.0,3.5
200326001,S0232+3848,15,36.719349,38.606215,47.3,41.6,11.8,1.14,214.0,3.9
200326001,S0232+3848,16,37.320008,38.606215,38.1,32.7,11.7,1.17,313.0,5.1
200326001,S0232+3848,17,37.920668,38.606215,50.7,46.7,11.7,1.09,173.0,3.9
200326001,S0232+3848,19,39.121987,38.606215,37.1,31.0,11.6,1.19,350.0,5.6
200326001,S0232+3848,20,39.722647,38.606215,49.0,44.1,11.8,1.11,169.0,3.7
200326001,S0232+3848,21,36.419019,39.011563,47.9,41.1,11.7,1.16,255.0,3.7
200326001,S0232+3848,22,37.019679,39.011563,37.5,32.0,11.6,1.17,286.0,4.3
200326001,S0232+3848,23,37.620338,39.011563,33.9,29.8,11.6,1.14,244.0,4.5
200326001,S0232+3848,26,39.422317,39.011563,37.9,32.7,11.7,1.16,284.0,5.0
200326001,S0232+3848,28,37.320008,39.416911,36.5,30.9,11.6,1.18,312.0,3.9
200326001,S0232+3848,32,39.722647,39.416911,51.3,47.8,11.8,1.07,119.0,3.5
200326001,S0232+3848,37,38.821658,39.822259,36.8,34.2,11.7,1.08,117.0,3.5
200326001,S0232+3848,38,39.422317,39.822259,43.0,39.6,11.7,1.08,137.0,3.6
200326001,S0232+3848,39,40.022977,39.822259,58.8,54.2,11.8,1.08,148.0,3.5
200327019,S2218+4832,0,334.745833,48.537222,32.6,27.8,12.4,1.17,328.0,4.4
200327019,S2218+4832,1,332.448426,47.523852,58.3,48.5,12.4,1.2,384.0,4.0
200327019,S2218+4832,3,333.862215,47.523852,37.3,32.8,12.2,1.14,257.0,3.9
200327019,S2218+4832,4,334.569109,47.523852,34.5,30.6,12.3,1.13,248.0,3.8
200327019,S2218+4832,10,334.215662,47.929200,33.5,30.4,12.4,1.1,193.0,4.0
200327019,S2218+4832,13,336.336346,47.929200,39.0,35.7,11.5,1.09,189.0,3.6
200327019,S2218+4832,14,337.043240,47.929200,48.9,45.1,12.5,1.08,167.0,3.6
200327019,S2218+4832,16,333.862215,48.334548,42.3,35.8,12.4,1.18,356.0,4.2
200327019,S2218+4832,20,336.689793,48.334548,42.0,38.0,12.5,1.1,186.0,3.6
200327019,S2218+4832,22,333.508767,48.739896,40.8,33.4,12.4,1.22,441.0,4.3
200327019,S2218+4832,23,334.215662,48.739896,34.8,29.9,12.4,1.17,314.0,4.0
200327019,S2218+4832,32,336.689793,49.145244,50.8,44.6,12.7,1.14,267.0,3.9
200327060,S1516+5324,0,229.075000,53.401389,35.5,30.5,12.4,1.16,336.0,3.9
200327060,S1516+5324,1,226.523547,52.388019,54.5,48.1,12.3,1.13,280.0,4.5
200327060,S1516+5324,3,228.093672,52.388019,34.6,31.2,12.3,1.11,225.0,3.9
200327060,S1516+5324,5,229.663797,52.388019,37.3,30.7,12.3,1.21,458.0,4.4
200327060,S1516+5324,7,231.233922,52.388019,53.7,46.3,11.5,1.16,380.0,4.1
200327060,S1516+5324,10,228.486203,52.793367,34.6,30.4,12.3,1.14,279.0,3.9
200327060,S1516+5324,12,230.056328,52.793367,35.7,31.4,12.3,1.14,263.0,3.8
200327060,S1516+5324,13,230.841391,52.793367,47.7,39.3,11.4,1.21,494.0,4.1
200327060,S1516+5324,14,231.626453,52.793367,53.6,47.7,12.4,1.12,233.0,3.8
200327060,S1516+5324,17,228.878734,53.198715,37.9,31.0,12.4,1.22,466.0,4.1
200327060,S1516+5324,19,230.448859,53.198715,34.3,29.1,12.3,1.18,370.0,4.7
200327060,S1516+5324,20,231.233922,53.198715,41.7,36.2,12.4,1.15,288.0,4.1
200327060,S1516+5324,23,228.486203,53.604063,32.0,29.2,12.5,1.1,189.0,3.5
200327060,S1516+5324,26,230.841391,53.604063,37.1,30.9,12.4,1.2,425.0,4.4
200327060,S1516+5324,27,227.308609,54.009411,42.1,35.1,12.4,1.2,455.0,4.2
200327060,S1516+5324,29,228.878734,54.009411,32.2,28.7,12.5,1.12,239.0,3.9
200327060,S1516+5324,30,229.663797,54.009411,33.4,28.3,12.5,1.18,368.0,4.1
200327060,S1516+5324,32,231.233922,54.009411,49.0,43.0,12.5,1.14,289.0,4.0
200327060,S1516+5324,33,226.916078,54.414759,40.1,36.6,12.5,1.1,187.0,3.7
200328001,S0257+4114,3,43.709421,40.227463,37.6,32.9,11.2,1.14,222.0,3.7
200328001,S0257+4114,4,44.331884,40.227463,40.3,34.1,11.4,1.18,305.0,3.7
200328001,S0257+4114,5,44.954348,40.227463,44.9,39.1,11.4,1.15,235.0,3.8
200328001,S0257+4114,7,46.199275,40.227463,57.7,51.2,10.7,1.13,262.0,3.9
200328001,S0257+4114,20,46.199275,41.038159,43.4,37.0,11.5,1.17,293.0,3.8
200328001,S0257+4114,21,42.775725,41.443507,46.5,38.6,11.3,1.2,349.0,4.5
200328001,S0257+4114,23,44.020652,41.443507,35.8,29.5,11.4,1.22,402.0,4.3
200328001,S0257+4114,25,45.265579,41.443507,34.5,30.1,11.5,1.15,238.0,3.7
200328001,S0257+4114,30,44.954348,41.848855,34.6,29.4,11.5,1.18,305.0,3.9
200328001,S0257+4114,31,45.576811,41.848855,36.7,31.8,11.5,1.15,263.0,3.9
200328001,S0257+4114,32,46.199275,41.848855,51.5,48.1,11.6,1.07,108.0,3.4
200328001,S0257+4114,33,42.775725,42.254203,46.6,38.4,11.5,1.21,408.0,4.3
200328001,S0257+4114,34,43.398189,42.254203,36.5,32.1,11.4,1.14,233.0,3.9
200328001,S0257+4114,36,44.643116,42.254203,35.9,30.5,11.5,1.18,311.0,3.9
200328001,S0257+4114,37,45.265579,42.254203,35.1,30.5,11.6,1.15,267.0,3.8
200328001,S0257+4114,39,46.510506,42.254203,51.3,46.6,11.7,1.1,177.0,3.5
200329018,S2231+4340,0,337.883333,43.673056,33.2,27.7,11.7,1.2,338.0,3.9
200329018,S2231+4340,1,335.780185,42.659686,46.6,42.3,11.7,1.1,153.0,3.5
200329018,S2231+4340,3,337.074430,42.659686,36.0,31.4,11.6,1.15,254.0,4.2
200329018,S2231+4340,10,337.397991,43.065034,32.4,29.0,11.6,1.12,191.0,3.6
200329018,S2231+4340,14,339.986481,43.065034,46.6,40.1,11.7,1.16,297.0,4.7
200329018,S2231+4340,15,336.427307,43.470382,45.7,38.9,11.6,1.17,307.0,4.1
200329018,S2231+4340,16,337.074430,43.470382,34.8,29.8,11.7,1.17,324.0,4.9
200329018,S2231+4340,23,337.397991,43.875730,36.6,30.3,11.8,1.21,363.0,3.9
