ObsID,Name,Beam,RA,Dec,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
190919049,M0155+3356,21,27.277585,34.147118,45.4,39.2,11.0,1.16,253.0,4.7
190919049,M0155+3356,24,28.970220,34.147118,37.2,31.3,10.9,1.19,299.0,4.3
190919049,M0155+3356,25,29.534432,34.147118,36.8,30.7,11.1,1.2,330.0,4.1
190919049,M0155+3356,27,27.559690,34.552466,41.6,35.6,11.0,1.17,272.0,3.9
190919049,M0155+3356,28,28.123902,34.552466,34.0,30.7,11.1,1.11,162.0,3.6
190919049,M0155+3356,29,28.688114,34.552466,33.6,28.1,11.2,1.2,340.0,5.7
190919049,M0155+3356,31,29.816538,34.552466,38.0,34.5,11.0,1.1,147.0,3.5
190919049,M0155+3356,33,27.277585,34.957814,51.4,43.9,10.9,1.17,312.0,4.2
190919049,M0155+3356,34,27.841796,34.957814,39.5,35.3,11.0,1.12,202.0,3.6
190919049,M0155+3356,38,30.098644,34.957814,54.4,48.9,11.1,1.11,186.0,3.7
190920041,S2345+3130,0,356.395833,31.512500,50.0,42.4,11.6,1.18,294.0,3.8
190920041,S2345+3130,2,355.160526,30.499130,52.7,45.3,11.8,1.17,241.0,4.4
190920041,S2345+3130,3,355.709551,30.499130,50.2,43.0,11.6,1.17,247.0,3.7
190920041,S2345+3130,4,356.258577,30.499130,51.4,43.0,11.6,1.2,309.0,5.8
190920041,S2345+3130,8,354.886013,30.904478,58.4,50.5,11.9,1.16,231.0,3.8
190920041,S2345+3130,10,355.984064,30.904478,48.2,41.1,11.6,1.17,247.0,3.8
190920041,S2345+3130,11,356.533089,30.904478,53.0,44.0,11.6,1.21,299.0,3.9
190920041,S2345+3130,15,355.160526,31.309826,58.6,51.3,12.3,1.14,183.0,3.5
190920041,S2345+3130,17,356.258577,31.309826,46.1,40.7,11.7,1.13,196.0,3.6
190920041,S2345+3130,18,356.807602,31.309826,55.1,48.3,11.8,1.14,206.0,3.9
190920041,S2345+3130,19,357.356627,31.309826,59.8,50.0,11.7,1.2,302.0,4.3
190920041,S2345+3130,20,357.905653,31.309826,58.5,53.5,12.0,1.09,113.0,3.4
190920041,S2345+3130,21,354.886013,31.715174,58.5,52.3,12.0,1.12,186.0,3.8
190920041,S2345+3130,22,355.435039,31.715174,46.0,41.5,11.9,1.11,157.0,3.5
190920041,S2345+3130,23,355.984064,31.715174,44.4,39.3,11.8,1.13,181.0,3.7
190920041,S2345+3130,24,356.533089,31.715174,50.6,43.2,11.7,1.17,276.0,4.2
190920041,S2345+3130,27,355.160526,32.120522,52.9,46.1,12.0,1.15,222.0,4.5
190920041,S2345+3130,28,355.709551,32.120522,46.1,41.5,12.0,1.11,150.0,3.6
190920041,S2345+3130,29,356.258577,32.120522,44.8,40.4,11.9,1.11,167.0,3.8
190920041,S2345+3130,30,356.807602,32.120522,50.4,42.5,12.0,1.19,295.0,4.9
190920041,S2345+3130,34,355.435039,32.525870,51.4,45.6,12.1,1.13,184.0,3.7
190920041,S2345+3130,35,355.984064,32.525870,48.8,43.2,12.2,1.13,198.0,3.7
190920041,S2345+3130,37,357.082115,32.525870,52.1,46.9,12.3,1.11,166.0,3.6
190921041,S1454+5550,0,223.550000,55.833333,33.2,28.1,12.2,1.18,408.0,4.4
190921041,S1454+5550,1,220.841338,54.819963,47.0,40.1,12.4,1.17,380.0,5.4
190921041,S1454+5550,2,221.674773,54.819963,36.4,32.4,12.3,1.12,269.0,4.0
190921041,S1454+5550,3,222.508207,54.819963,31.3,29.4,12.4,1.06,117.0,3.5
190921041,S1454+5550,4,223.341641,54.819963,31.7,28.7,12.2,1.1,206.0,4.1
190921041,S1454+5550,11,223.758359,55.225311,31.0,26.8,12.3,1.16,318.0,4.0
190921041,S1454+5550,14,226.258662,55.225311,52.6,48.1,12.5,1.09,195.0,4.0
190921041,S1454+5550,15,221.674773,55.630659,40.7,35.2,12.9,1.16,330.0,5.4
190921041,S1454+5550,18,224.175076,55.630659,37.7,32.5,12.1,1.16,365.0,4.4
190921041,S1454+5550,20,225.841944,55.630659,42.6,36.2,12.3,1.18,390.0,5.2
190921041,S1454+5550,22,222.091490,56.036007,32.7,29.4,12.4,1.11,233.0,4.0
190921041,S1454+5550,23,222.924924,56.036007,29.0,26.0,12.4,1.11,214.0,4.0
190921041,S1454+5550,24,223.758359,56.036007,35.1,30.2,12.2,1.16,363.0,3.9
190921041,S1454+5550,26,225.425227,56.036007,38.8,33.1,12.3,1.17,370.0,5.6
190921041,S1454+5550,28,222.508207,56.441355,33.3,29.1,12.4,1.15,296.0,3.8
190921041,S1454+5550,29,223.341641,56.441355,33.8,30.3,12.6,1.11,208.0,3.6
190921041,S1454+5550,30,224.175076,56.441355,34.8,30.6,12.9,1.14,265.0,3.7
190921041,S1454+5550,34,222.091490,56.846703,36.6,32.4,12.1,1.13,295.0,4.3
190921041,S1454+5550,35,222.924924,56.846703,34.0,30.5,12.4,1.12,229.0,3.9
190921041,S1454+5550,36,223.758359,56.846703,34.6,30.7,12.4,1.13,260.0,4.3
190921042,S0218+3848,0,34.541667,38.808889,42.2,35.7,11.6,1.18,312.0,4.5
190921042,S0218+3848,1,32.589523,37.795519,51.8,48.9,11.7,1.06,103.0,3.5
190921042,S0218+3848,2,33.190183,37.795519,42.6,39.4,11.7,1.08,119.0,3.8
190921042,S0218+3848,3,33.790842,37.795519,42.7,37.2,11.7,1.15,262.0,5.8
190921042,S0218+3848,4,34.391502,37.795519,40.4,36.9,11.7,1.1,158.0,3.6
190921042,S0218+3848,5,34.992162,37.795519,40.8,36.5,11.8,1.12,211.0,4.4
190921042,S0218+3848,6,35.592821,37.795519,59.1,50.7,11.8,1.17,312.0,5.0
190921042,S0218+3848,8,32.889853,38.200867,45.7,43.0,11.6,1.06,92.0,3.4
190921042,S0218+3848,11,34.691832,38.200867,37.3,32.9,11.7,1.13,245.0,4.3
190921042,S0218+3848,15,33.190183,38.606215,49.8,45.0,11.8,1.11,194.0,4.2
190921042,S0218+3848,18,34.992162,38.606215,45.7,39.5,11.6,1.16,285.0,3.9
190921042,S0218+3848,19,35.592821,38.606215,45.6,40.0,11.7,1.14,245.0,3.8
190921042,S0218+3848,20,36.193481,38.606215,52.1,46.0,11.7,1.13,210.0,3.8
190921042,S0218+3848,22,33.490513,39.011563,44.8,37.4,11.7,1.2,358.0,4.6
190921042,S0218+3848,23,34.091172,39.011563,35.8,32.7,11.7,1.1,127.0,3.4
190921042,S0218+3848,24,34.691832,39.011563,46.2,37.8,11.7,1.22,403.0,4.3
190921042,S0218+3848,25,35.292492,39.011563,43.7,36.2,11.8,1.21,394.0,5.5
190921042,S0218+3848,26,35.893151,39.011563,50.8,43.2,11.6,1.18,313.0,4.7
190921042,S0218+3848,27,33.190183,39.416911,48.2,40.0,11.7,1.21,377.0,6.3
190921042,S0218+3848,28,33.790842,39.416911,42.7,35.7,11.7,1.2,366.0,4.7
190921042,S0218+3848,33,32.889853,39.822259,54.5,49.6,11.6,1.1,168.0,4.1
190921042,S0218+3848,34,33.490513,39.822259,43.5,40.1,11.6,1.08,143.0,3.7
190921042,S0218+3848,35,34.091172,39.822259,45.0,37.6,11.8,1.2,373.0,5.5
190922041,S2240+3130,1,338.394835,30.499130,53.2,46.6,10.9,1.14,212.0,4.0
190922041,S2240+3130,2,338.943860,30.499130,43.9,37.9,10.9,1.16,211.0,3.7
190922041,S2240+3130,3,339.492885,30.499130,37.9,33.0,10.9,1.15,179.0,3.6
190922041,S2240+3130,4,340.041911,30.499130,39.8,34.4,10.9,1.16,231.0,3.7
190922041,S2240+3130,6,341.139961,30.499130,50.5,44.6,11.0,1.13,193.0,3.6
190922041,S2240+3130,8,338.669347,30.904478,50.9,42.9,11.1,1.18,275.0,4.0
190922041,S2240+3130,10,339.767398,30.904478,34.2,29.1,11.2,1.18,259.0,4.3
190922041,S2240+3130,14,341.963499,30.904478,53.7,49.4,11.2,1.09,132.0,3.6
190922041,S2240+3130,15,338.943860,31.309826,45.3,39.1,11.2,1.16,243.0,4.9
190922041,S2240+3130,16,339.492885,31.309826,33.0,29.3,11.2,1.12,159.0,3.7
190922041,S2240+3130,20,341.688987,31.309826,45.5,38.7,11.2,1.18,263.0,4.6
190922041,S2240+3130,21,338.669347,31.715174,52.0,46.8,11.1,1.11,142.0,3.4
190922041,S2240+3130,22,339.218373,31.715174,35.1,31.3,11.2,1.12,184.0,3.6
190922041,S2240+3130,23,339.767398,31.715174,32.0,28.8,11.3,1.11,157.0,3.5
190922041,S2240+3130,27,338.943860,32.120522,41.4,34.5,11.3,1.2,341.0,5.1
190922041,S2240+3130,28,339.492885,32.120522,34.6,30.7,11.3,1.12,186.0,3.7
190922041,S2240+3130,29,340.041911,32.120522,33.9,29.5,11.3,1.15,205.0,3.7
190922041,S2240+3130,30,340.590936,32.120522,36.4,31.1,11.4,1.17,241.0,4.0
190922041,S2240+3130,33,338.669347,32.525870,49.5,41.0,11.2,1.21,330.0,5.1
190922041,S2240+3130,35,339.767398,32.525870,35.6,31.7,11.4,1.12,168.0,3.7
190922041,S2240+3130,36,340.316423,32.525870,36.5,31.7,11.3,1.15,226.0,4.0
190922041,S2240+3130,37,340.865449,32.525870,37.7,32.1,11.4,1.17,262.0,4.2
190922041,S2240+3130,38,341.414474,32.525870,48.5,45.0,11.2,1.08,111.0,3.4
191003042,S1102+5815,1,162.712077,57.252186,46.1,42.1,12.6,1.09,168.0,3.5
191003042,S1102+5815,2,163.601951,57.252186,35.6,32.1,12.5,1.11,195.0,3.8
191003042,S1102+5815,4,165.381699,57.252186,31.8,27.9,12.6,1.14,272.0,4.0
191003042,S1102+5815,5,166.271572,57.252186,31.6,28.5,12.6,1.11,194.0,3.6
191003042,S1102+5815,6,167.161446,57.252186,34.7,29.6,12.7,1.17,386.0,4.2
191003042,S1102+5815,7,168.051320,57.252186,45.3,40.1,12.8,1.13,271.0,4.2
191003042,S1102+5815,8,163.157014,57.657534,39.3,36.4,12.7,1.08,142.0,3.7
191003042,S1102+5815,9,164.046888,57.657534,32.0,29.1,12.8,1.1,197.0,4.0
191003042,S1102+5815,13,167.606383,57.657534,39.9,35.2,12.6,1.13,268.0,3.6
191003042,S1102+5815,14,168.496257,57.657534,49.6,41.6,12.7,1.19,436.0,4.2
191003042,S1102+5815,15,163.601951,58.062882,40.1,37.5,12.7,1.07,125.0,3.4
191003042,S1102+5815,16,164.491825,58.062882,30.2,26.5,12.6,1.14,277.0,4.7
191003042,S1102+5815,18,166.271572,58.062882,34.5,29.0,12.6,1.19,392.0,4.2
191003042,S1102+5815,19,167.161446,58.062882,33.5,30.1,12.6,1.11,211.0,3.6
191003042,S1102+5815,20,168.051320,58.062882,39.6,35.4,12.5,1.12,226.0,3.7
191003042,S1102+5815,24,165.826635,58.468230,30.1,26.6,12.8,1.13,261.0,3.7
191003042,S1102+5815,25,166.716509,58.468230,31.3,27.5,13.1,1.14,307.0,3.8
191003042,S1102+5815,26,167.606383,58.468230,32.2,29.4,12.7,1.09,181.0,3.6
191003042,S1102+5815,29,165.381699,58.873578,29.6,25.8,12.7,1.15,307.0,4.0
191003042,S1102+5815,30,166.271572,58.873578,30.8,26.7,12.6,1.15,305.0,3.9
191003042,S1102+5815,31,167.161446,58.873578,31.7,29.1,12.6,1.09,165.0,3.6
191003042,S1102+5815,32,168.051320,58.873578,43.2,40.5,12.8,1.07,125.0,3.5
191003042,S1102+5815,33,163.157014,59.278926,46.7,40.0,12.5,1.17,386.0,5.5
191003042,S1102+5815,34,164.046888,59.278926,34.4,31.8,12.5,1.08,149.0,3.6
191003042,S1102+5815,38,167.606383,59.278926,35.4,31.9,12.7,1.11,239.0,4.1
191003042,S1102+5815,39,168.496257,59.278926,46.8,40.4,12.7,1.16,373.0,4.8
191003043,S2235+3356,3,338.123902,32.931074,37.7,33.1,11.1,1.14,206.0,3.7
191003043,S2235+3356,4,338.688114,32.931074,37.0,31.6,11.0,1.17,249.0,3.8
191003043,S2235+3356,6,339.816538,32.931074,41.4,35.3,11.1,1.17,257.0,3.8
191003043,S2235+3356,7,340.380749,32.931074,51.3,44.0,11.2,1.16,273.0,4.5
191003043,S2235+3356,9,337.841796,33.336422,36.9,31.9,11.2,1.16,247.0,4.1
191003043,S2235+3356,10,338.406008,33.336422,33.2,29.5,11.1,1.13,201.0,4.3
191003043,S2235+3356,15,337.559690,33.741770,45.1,40.3,11.1,1.12,165.0,3.6
191003043,S2235+3356,16,338.123902,33.741770,35.6,30.4,11.3,1.17,277.0,4.0
191003043,S2235+3356,22,337.841796,34.147118,41.5,34.6,11.2,1.2,344.0,4.8
191003043,S2235+3356,23,338.406008,34.147118,35.6,31.0,11.2,1.15,224.0,3.9
191003043,S2235+3356,26,340.098644,34.147118,37.4,31.6,11.2,1.18,297.0,4.2
191003043,S2235+3356,27,337.559690,34.552466,41.2,34.4,11.3,1.2,340.0,5.6
191003043,S2235+3356,28,338.123902,34.552466,36.3,30.7,11.3,1.18,301.0,4.2
191003043,S2235+3356,31,339.816538,34.552466,38.1,32.3,11.2,1.18,269.0,3.7
191003043,S2235+3356,32,340.380749,34.552466,50.7,45.4,11.1,1.12,172.0,3.6
191003043,S2235+3356,33,337.277585,34.957814,49.6,44.2,11.1,1.12,188.0,3.6
191003043,S2235+3356,34,337.841796,34.957814,41.1,36.9,11.1,1.11,167.0,3.7
191003043,S2235+3356,35,338.406008,34.957814,41.2,35.4,11.3,1.16,244.0,3.9
191003043,S2235+3356,38,340.098644,34.957814,40.4,35.9,11.3,1.13,208.0,3.8
191003043,S2235+3356,39,340.662855,34.957814,56.8,49.9,11.2,1.14,217.0,3.7
191004041,S1346+5815,1,203.853743,57.252186,56.7,52.3,12.8,1.08,125.0,3.4
191004041,S1346+5815,2,204.743617,57.252186,50.2,42.8,12.7,1.17,307.0,3.8
191004041,S1346+5815,3,205.633491,57.252186,44.8,38.4,12.7,1.17,328.0,4.7
191004041,S1346+5815,4,206.523365,57.252186,44.4,37.5,12.7,1.19,356.0,6.1
191004041,S1346+5815,5,207.413238,57.252186,41.0,37.8,12.7,1.08,113.0,3.5
191004041,S1346+5815,7,209.192986,57.252186,57.7,50.3,13.2,1.15,280.0,3.8
191004041,S1346+5815,9,205.188554,57.657534,42.1,38.1,12.9,1.1,190.0,4.3
191004041,S1346+5815,10,206.078428,57.657534,44.9,38.3,13.1,1.17,354.0,6.9
191004041,S1346+5815,11,206.968301,57.657534,46.9,40.0,12.6,1.17,326.0,5.6
191004041,S1346+5815,12,207.858175,57.657534,43.8,38.4,12.6,1.14,262.0,3.9
191004041,S1346+5815,13,208.748049,57.657534,53.1,46.0,11.8,1.15,371.0,4.6
191004041,S1346+5815,16,205.633491,58.062882,48.0,41.3,13.1,1.16,365.0,5.7
191004041,S1346+5815,19,208.303112,58.062882,48.0,42.6,12.7,1.13,242.0,3.9
191004041,S1346+5815,20,209.192986,58.062882,60.0,51.8,12.7,1.16,322.0,6.1
191004041,S1346+5815,22,205.188554,58.468230,53.3,47.4,12.7,1.13,224.0,3.8
191004041,S1346+5815,23,206.078428,58.468230,48.1,40.5,13.0,1.19,361.0,4.3
191004041,S1346+5815,26,208.748049,58.468230,49.7,43.6,12.7,1.14,274.0,6.0
191004041,S1346+5815,27,204.743617,58.873578,55.7,48.0,12.7,1.16,286.0,3.8
191004041,S1346+5815,30,207.413238,58.873578,45.7,41.5,12.7,1.1,182.0,3.5
191004041,S1346+5815,31,208.303112,58.873578,54.0,48.1,13.0,1.12,235.0,4.1
191004041,S1346+5815,34,205.188554,59.278926,46.9,42.8,12.5,1.09,159.0,3.7
191004041,S1346+5815,35,206.078428,59.278926,48.7,44.3,12.8,1.1,182.0,3.7
191004041,S1346+5815,36,206.968301,59.278926,48.5,44.4,12.7,1.09,147.0,3.9
191004041,S1346+5815,37,207.858175,59.278926,51.6,45.2,12.9,1.14,303.0,6.6
191004042,M0155+3130,6,29.789961,30.499130,50.2,45.2,11.8,1.11,135.0,3.5
191004042,M0155+3130,9,27.868373,30.904478,53.9,47.7,11.8,1.13,180.0,4.0
191004042,M0155+3130,10,28.417398,30.904478,50.5,43.8,11.5,1.15,210.0,4.0
191004042,M0155+3130,11,28.966423,30.904478,49.4,44.7,11.4,1.11,142.0,3.8
191004042,M0155+3130,12,29.515449,30.904478,52.6,47.6,11.6,1.11,133.0,3.7
191004042,M0155+3130,13,30.064474,30.904478,55.7,48.3,11.5,1.15,223.0,4.2
191004042,M0155+3130,16,28.142885,31.309826,57.3,48.5,11.5,1.18,288.0,4.7
191004042,M0155+3130,18,29.240936,31.309826,57.3,48.5,11.6,1.18,242.0,3.8
191004042,M0155+3130,20,30.338987,31.309826,57.8,51.5,11.6,1.12,175.0,4.3
191004042,M0155+3130,23,28.417398,31.715174,55.4,46.0,11.6,1.21,294.0,5.1
191004042,M0155+3130,27,27.593860,32.120522,57.5,49.8,11.5,1.16,228.0,4.2
191004042,M0155+3130,28,28.142885,32.120522,54.2,47.8,11.5,1.13,178.0,3.6
191004042,M0155+3130,29,28.691911,32.120522,51.5,45.9,11.5,1.12,155.0,3.6
191004042,M0155+3130,34,27.868373,32.525870,56.7,50.4,11.5,1.12,180.0,3.8
191004042,M0155+3130,35,28.417398,32.525870,52.3,47.0,11.5,1.11,156.0,3.9
191004042,M0155+3130,36,28.966423,32.525870,51.3,44.6,11.5,1.15,226.0,4.1
191004042,M0155+3130,37,29.515449,32.525870,54.4,47.5,11.6,1.14,214.0,3.9
191005041,S2207+4114,2,330.361957,40.227463,48.5,46.1,12.5,1.05,82.0,3.4
191005041,S2207+4114,3,330.984421,40.227463,49.2,44.5,12.5,1.11,147.0,3.6
191005041,S2207+4114,4,331.606884,40.227463,49.2,42.9,12.3,1.15,216.0,3.7
191005041,S2207+4114,5,332.229348,40.227463,49.4,44.4,12.5,1.11,195.0,4.2
191005041,S2207+4114,6,332.851811,40.227463,50.7,45.8,12.4,1.11,147.0,3.5
191005041,S2207+4114,9,330.673189,40.632811,57.1,48.3,12.7,1.18,329.0,5.9
191005041,S2207+4114,10,331.295652,40.632811,47.0,41.2,12.5,1.14,224.0,4.2
191005041,S2207+4114,17,331.606884,41.038159,54.4,45.7,12.5,1.19,341.0,4.4
191005041,S2207+4114,19,332.851811,41.038159,55.8,46.0,12.5,1.21,385.0,4.9
191005041,S2207+4114,23,331.295652,41.443507,49.2,44.1,12.4,1.12,177.0,3.5
191005041,S2207+4114,24,331.918116,41.443507,57.0,48.1,12.5,1.18,290.0,4.0
191005041,S2207+4114,25,332.540579,41.443507,55.9,47.5,12.6,1.18,271.0,4.0
191005041,S2207+4114,26,333.163043,41.443507,51.8,48.4,12.5,1.07,108.0,3.5
191005041,S2207+4114,29,331.606884,41.848855,50.3,45.6,12.7,1.1,167.0,3.7
191005041,S2207+4114,30,332.229348,41.848855,53.5,45.3,12.6,1.18,313.0,5.7
191005041,S2207+4114,36,331.918116,42.254203,58.4,55.7,12.7,1.05,81.0,3.4
191006041,S1259+5550,0,194.750000,55.833333,38.8,33.3,12.9,1.17,326.0,4.3
191006041,S1259+5550,1,192.041338,54.819963,57.4,53.3,13.5,1.08,116.0,3.5
191006041,S1259+5550,2,192.874773,54.819963,46.7,43.6,12.9,1.07,129.0,3.6
191006041,S1259+5550,3,193.708207,54.819963,42.7,39.6,12.9,1.08,119.0,3.4
191006041,S1259+5550,4,194.541641,54.819963,47.6,40.6,13.0,1.17,333.0,4.0
191006041,S1259+5550,5,195.375076,54.819963,40.3,38.0,13.0,1.06,131.0,3.6
191006041,S1259+5550,6,196.208510,54.819963,47.3,42.8,13.7,1.1,175.0,3.5
191006041,S1259+5550,7,197.041944,54.819963,57.3,49.7,14.0,1.15,282.0,4.1
191006041,S1259+5550,10,194.124924,55.225311,43.3,39.4,13.8,1.1,161.0,3.7
191006041,S1259+5550,11,194.958359,55.225311,42.3,39.0,12.9,1.09,147.0,3.5
191006041,S1259+5550,12,195.791793,55.225311,48.0,41.3,13.3,1.16,382.0,4.3
191006041,S1259+5550,13,196.625227,55.225311,59.9,53.4,12.8,1.12,270.0,4.1
191006041,S1259+5550,16,193.708207,55.630659,48.1,39.9,13.5,1.2,383.0,4.2
191006041,S1259+5550,18,195.375076,55.630659,49.4,44.0,13.2,1.12,210.0,3.6
191006041,S1259+5550,20,197.041944,55.630659,53.6,47.4,13.7,1.13,234.0,3.9
191006041,S1259+5550,23,194.124924,56.036007,46.0,42.2,13.4,1.09,143.0,3.6
191006041,S1259+5550,24,194.958359,56.036007,48.2,42.2,13.4,1.14,262.0,4.0
191006041,S1259+5550,26,196.625227,56.036007,50.8,46.7,13.2,1.09,149.0,3.5
191006041,S1259+5550,29,194.541641,56.441355,45.3,41.0,13.1,1.1,164.0,3.6
191006041,S1259+5550,30,195.375076,56.441355,46.1,42.2,13.3,1.09,135.0,3.5
191006041,S1259+5550,31,196.208510,56.441355,54.1,49.6,13.0,1.09,187.0,4.7
191006041,S1259+5550,36,194.958359,56.846703,44.1,40.6,13.2,1.09,158.0,3.6
191006041,S1259+5550,37,195.791793,56.846703,46.2,41.9,13.7,1.1,199.0,3.7
191006058,M0155+3130,3,28.142885,30.499130,51.0,45.4,11.0,1.12,154.0,3.6
191006058,M0155+3130,4,28.691911,30.499130,50.0,41.0,11.0,1.22,335.0,4.6
191006058,M0155+3130,5,29.240936,30.499130,46.7,40.8,11.1,1.15,232.0,4.2
191006058,M0155+3130,6,29.789961,30.499130,51.0,46.2,11.3,1.1,145.0,3.6
191006058,M0155+3130,11,28.966423,30.904478,47.1,43.3,11.1,1.09,98.0,3.4
191006058,M0155+3130,12,29.515449,30.904478,54.1,48.0,11.2,1.13,175.0,3.8
191006058,M0155+3130,13,30.064474,30.904478,59.2,52.0,10.4,1.14,243.0,5.1
191006058,M0155+3130,16,28.142885,31.309826,50.0,44.3,11.2,1.13,201.0,4.1
191006058,M0155+3130,17,28.691911,31.309826,52.7,43.6,11.5,1.21,292.0,3.9
191006058,M0155+3130,18,29.240936,31.309826,59.3,49.6,11.2,1.2,258.0,3.9
191006058,M0155+3130,23,28.417398,31.715174,57.2,47.8,11.2,1.2,276.0,5.3
191006058,M0155+3130,27,27.593860,32.120522,59.3,51.4,11.2,1.15,241.0,4.5
191006058,M0155+3130,28,28.142885,32.120522,52.5,46.8,11.1,1.12,160.0,3.7
191006058,M0155+3130,29,28.691911,32.120522,45.3,40.9,11.1,1.11,138.0,3.5
191006058,M0155+3130,34,27.868373,32.525870,56.0,50.5,11.1,1.11,139.0,3.5
191006058,M0155+3130,35,28.417398,32.525870,52.9,46.9,11.2,1.13,180.0,4.3
191006058,M0155+3130,36,28.966423,32.525870,53.2,45.2,11.2,1.18,268.0,4.2
191009038,S1041+5058,6,161.638202,49.955797,39.4,35.5,11.6,1.11,196.0,3.5
191009038,S1041+5058,7,162.381461,49.955797,53.9,50.5,12.3,1.07,104.0,3.4
191009038,S1041+5058,10,159.780056,50.361145,34.7,30.0,11.7,1.16,288.0,3.8
191009038,S1041+5058,12,161.266573,50.361145,39.0,33.3,11.7,1.17,295.0,3.7
191009038,S1041+5058,13,162.009832,50.361145,37.0,33.6,12.0,1.1,211.0,3.7
191009038,S1041+5058,16,159.408427,50.766493,33.5,30.0,12.2,1.12,207.0,3.6
191009038,S1041+5058,19,161.638202,50.766493,35.1,31.1,11.5,1.13,241.0,3.7
191009038,S1041+5058,20,162.381461,50.766493,40.4,36.8,11.4,1.1,196.0,3.5
191009038,S1041+5058,22,159.036798,51.171841,40.7,33.9,11.5,1.2,407.0,4.4
191009038,S1041+5058,23,159.780056,51.171841,35.6,30.9,11.6,1.15,306.0,3.9
191009038,S1041+5058,26,162.009832,51.171841,41.4,34.9,11.9,1.19,345.0,3.9
191009038,S1041+5058,27,158.665168,51.577189,42.4,36.3,11.9,1.17,320.0,4.2
191009038,S1041+5058,28,159.408427,51.577189,36.8,33.5,11.6,1.1,177.0,3.6
191009038,S1041+5058,29,160.151685,51.577189,33.8,30.4,11.7,1.11,177.0,3.6
191009038,S1041+5058,30,160.894944,51.577189,37.1,31.5,11.5,1.18,401.0,4.3
191009038,S1041+5058,31,161.638202,51.577189,35.7,31.8,11.5,1.12,236.0,3.8
191009038,S1041+5058,32,162.381461,51.577189,54.8,49.1,11.7,1.12,212.0,3.6
191009038,S1041+5058,33,158.293539,51.982537,52.4,44.9,11.4,1.17,353.0,4.9
191009038,S1041+5058,34,159.036798,51.982537,41.6,37.4,11.6,1.11,210.0,3.7
191009038,S1041+5058,35,159.780056,51.982537,38.2,34.9,11.7,1.1,181.0,3.6
191009038,S1041+5058,36,160.523315,51.982537,37.6,33.8,11.6,1.11,222.0,3.7
191009038,S1041+5058,37,161.266573,51.982537,42.4,37.1,11.5,1.14,257.0,3.8
191009038,S1041+5058,38,162.009832,51.982537,42.1,38.7,11.5,1.09,146.0,3.6
191009038,S1041+5058,39,162.753090,51.982537,52.7,49.1,11.9,1.07,144.0,3.5
191009039,S2221+3356,1,333.662145,32.931074,57.8,49.6,11.0,1.17,257.0,3.8
191009039,S2221+3356,4,335.354780,32.931074,38.6,34.4,11.2,1.12,179.0,3.7
191009039,S2221+3356,5,335.918992,32.931074,37.7,32.3,11.2,1.17,258.0,4.0
191009039,S2221+3356,6,336.483204,32.931074,37.6,32.2,11.2,1.17,256.0,4.4
191009039,S2221+3356,8,333.944251,33.336422,55.7,52.0,11.5,1.07,92.0,3.3
191009039,S2221+3356,9,334.508462,33.336422,37.5,34.1,11.2,1.1,156.0,3.5
191009039,S2221+3356,10,335.072674,33.336422,33.9,30.3,11.3,1.12,174.0,3.6
191009039,S2221+3356,11,335.636886,33.336422,35.1,29.5,11.3,1.19,289.0,3.9
191009039,S2221+3356,15,334.226356,33.741770,43.4,40.2,11.2,1.08,105.0,3.4
191009039,S2221+3356,16,334.790568,33.741770,33.0,30.1,11.3,1.1,136.0,3.4
191009039,S2221+3356,18,335.918992,33.741770,39.2,32.5,11.2,1.21,335.0,4.5
191009039,S2221+3356,21,333.944251,34.147118,46.2,40.5,11.2,1.14,203.0,3.8
191009039,S2221+3356,22,334.508462,34.147118,38.0,31.4,11.2,1.21,337.0,4.4
191009039,S2221+3356,23,335.072674,34.147118,34.7,29.9,11.2,1.16,250.0,3.9
191009039,S2221+3356,24,335.636886,34.147118,34.8,29.0,11.2,1.2,310.0,4.3
191009039,S2221+3356,27,334.226356,34.552466,40.4,35.5,11.2,1.14,188.0,3.7
191009039,S2221+3356,28,334.790568,34.552466,38.7,34.5,11.2,1.12,159.0,3.6
191009039,S2221+3356,29,335.354780,34.552466,33.0,30.2,11.3,1.09,140.0,3.5
191009039,S2221+3356,31,336.483204,34.552466,39.0,32.1,11.2,1.22,366.0,4.2
191009039,S2221+3356,32,337.047415,34.552466,53.1,49.1,11.2,1.08,105.0,3.5
191009039,S2221+3356,33,333.944251,34.957814,48.9,43.2,11.1,1.13,192.0,3.8
191009039,S2221+3356,34,334.508462,34.957814,44.1,36.8,11.1,1.2,321.0,4.2
191009039,S2221+3356,35,335.072674,34.957814,38.4,34.2,11.2,1.12,191.0,3.6
191009039,S2221+3356,39,337.329521,34.957814,51.1,47.2,11.2,1.08,112.0,3.4
191010041,M1403+5324,0,210.850000,53.401389,36.9,30.4,12.4,1.21,431.0,4.1
191010041,M1403+5324,2,209.083609,52.388019,46.8,41.2,12.3,1.14,271.0,3.8
191010041,M1403+5324,4,210.653734,52.388019,38.0,32.9,12.3,1.15,329.0,4.6
191010041,M1403+5324,15,209.083609,53.198715,46.0,41.3,12.6,1.11,204.0,3.7
191010041,M1403+5324,30,211.438797,54.009411,35.7,30.9,12.5,1.16,331.0,4.2
191010041,M1403+5324,31,212.223859,54.009411,38.7,33.6,12.4,1.15,335.0,4.0
