ObsID,Name,Beam,RA,Dec,V valid,QU valid,sigma_in,sigma_out,FT_max,peak_inner,bmin,Q_beam_frac,U_beam_frac,Q_noise_frac,U_noise_frac
190718124,S2146+4340,0,326.516667,43.673056,False,False,50.4,42.4,9.9,715.7,22.3,1.0,1.0,0.12,0.17
190718124,S2146+4340,1,324.413519,42.659686,True,True,58.4,57.2,7.2,2407.1,12.5,0.08,0.08,0.17,0.17
190718124,S2146+4340,2,325.060641,42.659686,False,False,50.1,48.0,11.2,1255.3,22.5,1.0,1.0,0.12,0.12
190718124,S2146+4340,3,325.707764,42.659686,True,True,37.4,37.4,5.4,183.2,12.1,0.08,0.08,0.08,0.08
190718124,S2146+4340,4,326.354886,42.659686,False,False,54.3,54.7,53.3,640.8,22.7,1.0,1.0,0.12,0.12
190718124,S2146+4340,5,327.002009,42.659686,False,False,48.3,47.1,9.6,809.2,25.4,1.0,1.0,0.12,0.12
190718124,S2146+4340,6,327.649131,42.659686,False,False,57.0,55.5,11.1,1529.9,22.5,1.0,1.0,0.17,0.17
190718124,S2146+4340,7,328.296254,42.659686,False,False,90.4,60.8,17.0,7627.2,22.6,1.0,1.0,0.17,0.17
190718124,S2146+4340,8,324.737080,43.065034,False,False,62.5,53.6,16.8,1905.5,22.6,1.0,1.0,0.17,0.21
190718124,S2146+4340,9,325.384203,43.065034,False,False,50.2,50.1,32.8,480.0,23.0,1.0,1.0,0.17,0.17
190718124,S2146+4340,10,326.031325,43.065034,False,False,57.6,41.7,11.2,920.5,22.7,1.0,1.0,0.12,0.17
190718124,S2146+4340,11,326.678448,43.065034,False,False,63.5,50.1,12.0,869.8,25.5,1.0,1.0,0.12,0.25
190718124,S2146+4340,12,327.325570,43.065034,False,False,69.2,57.7,9.5,2374.3,22.1,1.0,1.0,0.46,0.17
190718124,S2146+4340,13,327.972693,43.065034,False,False,69.4,67.0,18.1,1248.2,22.2,1.0,1.0,0.71,0.21
190718124,S2146+4340,14,328.619815,43.065034,False,False,111.7,70.6,23.1,10634.1,22.1,1.0,1.0,1.0,0.33
190718124,S2146+4340,15,325.060641,43.470382,False,False,50.5,50.1,9.3,394.8,21.7,1.0,1.0,0.12,0.12
